subject_id,group,p,scenario,channel_set,n_channels,channels,ft_strategy,seed,encoder_checkpoint,lr_encoder,lr_head,weight_decay,warmup_epochs,status,error,selected_threshold,val_f1_at_selected_threshold,n_calib,n_val,n_test,n_pos_calib,n_pos_val,n_pos_test,best_epoch,best_val_loss,stopped_epoch,auc,accuracy,f1,precision,recall,fdr,run_tag,history_path,predictions_path
subj_053,benchmark,60,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.395,0.22193877551020408,4867.0,974.0,3476.0,575.0,115.0,409.0,1.0,0.7210272403713125,11.0,0.5652904210209956,0.39441887226697353,0.22008151167098924,0.1296943231441048,0.726161369193154,0.024846282621343287,ch3__benchmark__subj_053__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_053__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_053__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_053,benchmark,100,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.375,0.27605633802816903,8113.0,1623.0,3476.0,959.0,192.0,409.0,4.0,0.657138602974528,14.0,0.6527575268872923,0.5420023014959724,0.26500461680517085,0.16334661354581673,0.7017114914425427,0.16000887584039467,ch3__benchmark__subj_053__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_053__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_053__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_055,benchmark,0,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,,,error,"ValueError('Channel mismatch: X has C=3, mean=14, std=14')",,,,,,,,,,,,,,,,,,,,
subj_055,benchmark,10,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.20915032679738563,684.0,137.0,2930.0,81.0,16.0,346.0,2.0,0.6932501658035891,12.0,0.5236157590508062,0.11808873720136519,0.21123321123321123,0.11808873720136519,1.0,0.007312400865240023,ch3__benchmark__subj_055__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_055__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_055__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_055,benchmark,20,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.395,0.21122112211221122,1368.0,274.0,2930.0,162.0,32.0,346.0,1.0,0.7008020716862087,11.0,0.44694395479518245,0.13890784982935153,0.21131603626133166,0.11847178408692605,0.976878612716763,0.010200206203317304,ch3__benchmark__subj_055__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_055__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_055__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_055,benchmark,40,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.38,0.21993127147766323,2736.0,548.0,2930.0,324.0,65.0,346.0,1.0,0.7207732078802846,11.0,0.5212960146029815,0.1491467576791809,0.2118242175150174,0.11892083777067802,0.9682080924855492,8.099873389524334e-05,ch3__benchmark__subj_055__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_055__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_055__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_055,benchmark,60,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.4,0.22439024390243903,4102.0,821.0,2930.0,485.0,97.0,346.0,5.0,0.7429463204164307,15.0,0.544723867642585,0.5488054607508532,0.20838323353293414,0.13141993957703926,0.5028901734104047,0.011019924294361298,ch3__benchmark__subj_055__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_055__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_055__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_055,benchmark,100,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.395,0.23529411764705882,6838.0,1368.0,2930.0,809.0,162.0,346.0,7.0,0.6841844787374575,17.0,0.5433906297535747,0.3757679180887372,0.21603086155165024,0.1268243583291394,0.7283236994219653,0.02111876053543933,ch3__benchmark__subj_055__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_055__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_055__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_056,benchmark,0,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,,,error,"ValueError('Channel mismatch: X has C=3, mean=14, std=14')",,,,,,,,,,,,,,,,,,,,
subj_056,benchmark,10,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.20809248554913296,772.0,155.0,3309.0,91.0,18.0,388.0,1.0,0.6953826812005812,11.0,0.5020995316531198,0.11725596857056513,0.20989991885312415,0.11725596857056513,1.0,0.001075523841523355,ch3__benchmark__subj_056__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_056__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_056__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_056,benchmark,20,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.20869565217391303,1545.0,309.0,3309.0,182.0,36.0,388.0,1.0,0.6987486327350333,11.0,0.5059028647864557,0.11725596857056513,0.20989991885312415,0.11725596857056513,1.0,0.0033850198931541244,ch3__benchmark__subj_056__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_056__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_056__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_056,benchmark,40,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.38,0.21509433962264152,3089.0,618.0,3309.0,364.0,73.0,388.0,1.0,0.7094971678403589,11.0,0.5203437073167289,0.32880024176488365,0.20479770855710705,0.11891891891891893,0.7371134020618557,0.0011708502918645097,ch3__benchmark__subj_056__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_056__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_056__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_056,benchmark,60,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.305,0.2134944612286002,4633.0,927.0,3309.0,545.0,109.0,388.0,1.0,0.7162701841182565,11.0,0.5060387453809422,0.1511030522816561,0.21161942183553187,0.11874015748031497,0.9716494845360825,0.0022502053952845624,ch3__benchmark__subj_056__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_056__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_056__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_056,benchmark,100,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.395,0.2116279069767442,7722.0,1545.0,3309.0,909.0,182.0,388.0,2.0,0.69633267612519,12.0,0.502442321334665,0.11997582351163494,0.210412147505423,0.11757575757575757,1.0,0.0005045587135849689,ch3__benchmark__subj_056__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_056__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_056__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_057,benchmark,0,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,,,error,"ValueError('Channel mismatch: X has C=3, mean=14, std=14')",,,,,,,,,,,,,,,,,,,,
subj_057,benchmark,10,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.20833333333333334,859.0,172.0,3681.0,101.0,20.0,434.0,1.0,0.6943078027215115,11.0,0.5067357461478089,0.11790274381961424,0.21093560145808019,0.11790274381961424,1.0,0.00033283281135395904,ch3__benchmark__subj_057__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_057__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_057__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_057,benchmark,20,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.20833333333333334,1718.0,344.0,3681.0,202.0,40.0,434.0,1.0,0.6931430683579556,11.0,0.5150323091574073,0.11790274381961424,0.21093560145808019,0.11790274381961424,1.0,0.00020475734558071028,ch3__benchmark__subj_057__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_057__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_057__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_057,benchmark,40,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.32,0.24283305227655985,3436.0,688.0,3681.0,405.0,81.0,434.0,1.0,0.6990552267362905,11.0,0.5271920624355129,0.39880467264330344,0.2104887620406707,0.12452511608273534,0.6797235023041475,0.004399382874249961,ch3__benchmark__subj_057__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_057__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_057__p40__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_057,benchmark,60,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.4,0.24641833810888253,5154.0,1031.0,3681.0,607.0,121.0,434.0,3.0,0.6961217217949498,13.0,0.5508739722877836,0.45965770171149145,0.2116527942925089,0.12781235040689326,0.6152073732718893,0.023807321348186514,ch3__benchmark__subj_057__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_057__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_057__p60__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_057,benchmark,100,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.395,0.3584672435105068,8590.0,1718.0,3681.0,1012.0,202.0,434.0,4.0,0.5817935061538039,14.0,0.7057844248998366,0.6919315403422983,0.3225806451612903,0.21774193548387097,0.6221198156682027,0.3083708475417418,ch3__benchmark__subj_057__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_057__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_057__p100__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_058,benchmark,0,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,,,error,"ValueError('Channel mismatch: X has C=3, mean=14, std=14')",,,,,,,,,,,,,,,,,,,,
subj_058,benchmark,10,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.2073170731707317,733.0,147.0,3138.0,87.0,17.0,369.0,1.0,0.6998701046924202,11.0,0.5038575557297647,0.11759082217973231,0.21043627031650983,0.11759082217973231,1.0,0.0012878380731979366,ch3__benchmark__subj_058__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_058__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_058__p10__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
subj_058,benchmark,20,scratch,ch3,3,"Cz,Pz,Oz",,42,,,,0.0001,,ok,,0.05,0.21341463414634146,1464.0,293.0,3138.0,173.0,35.0,369.0,1.0,0.6944757557566256,11.0,0.4897118797840199,0.11759082217973231,0.21043627031650983,0.11759082217973231,1.0,0.0008079464847637057,ch3__benchmark__subj_058__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/history/ch3__benchmark__subj_058__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.csv,/kaggle/working/stage5_results/channel_ablation/ch3/stage5_channel_ablation_scratch_benchmark/scratch/predictions/ch3__benchmark__subj_058__p20__scratch__seed42__lre1em05__lrh1em04__wd1em04.npz
