n_subjects,mean_auc,std_auc,sem_auc,mean_f1,std_f1,sem_f1,p
61,0.5560149865612652,0.0695341686052079,0.00890293799693875,0.23527527274319543,0.08552147164343847,0.0109499023964955,100
