subject_id,p,channel_set,auc,f1,accuracy,precision,recall,fdr
subj_067,60,ch14,0.5524195987498739,0.2172839506172839,0.281644545160246,0.1246458923512747,0.8461538461538461,0.0142421226706129
subj_067,100,ch14,0.5318550257082367,0.2108262108262108,0.3722887665911298,0.1237458193979933,0.7115384615384616,0.0053111941077526
subj_076,10,ch14,0.5483209190758742,0.2079013729335948,0.2941323345817728,0.1187580025608194,0.8337078651685393,0.0033833713289124
subj_076,20,ch14,0.4881473298825906,0.2,0.1111111111111111,0.1111111111111111,1.0,0.0008494362017558
subj_076,40,ch14,0.5443832849387704,0.201775625504439,0.2591760299625468,0.1146088019559902,0.8426966292134831,0.0021014533116935
subj_076,60,ch14,0.5511617851281404,0.2014925373134328,0.1450686641697877,0.1124121779859484,0.9707865168539326,0.0032409424074842
subj_076,100,ch14,0.5684616841307916,0.2073632918245804,0.2689138576779026,0.1178824253616497,0.8606741573033708,0.008624594610244
subj_077,10,ch14,0.8328805268841526,0.4260985352862849,0.7782921810699589,0.2987861811391223,0.7424593967517401,0.6057608665718907
subj_077,20,ch14,0.8558934526737841,0.425531914893617,0.75,0.2854877081681205,0.8352668213457076,1.0678927146096242
subj_077,40,ch14,0.8811148166368785,0.4947294448348559,0.8150720164609053,0.3548387096774194,0.8167053364269141,1.505380855262764
subj_077,60,ch14,0.8873934791844383,0.4774535809018567,0.7973251028806584,0.3342618384401114,0.8352668213457076,1.469774250706846
subj_077,100,ch14,0.9103550615550544,0.485079365079365,0.7914094650205762,0.3339160839160839,0.8863109048723898,1.9599396487297576
subj_078,10,ch14,0.5232742074148564,0.1995301487862177,0.1108211551844119,0.1108211551844119,1.0,0.0010479009604233
subj_078,20,ch14,0.516718181335114,0.1981559094719195,0.167884481558803,0.1109234234234234,0.9277864992150706,0.0023840445531131
subj_078,40,ch14,0.5024821029656539,0.1990536277602523,0.1165622825330549,0.1106435209538839,0.9905808477237048,3.8351810603626736e-05
subj_078,60,ch14,0.5139903560117665,0.1963146704464918,0.2108559498956158,0.1106450968643898,0.869701726844584,1.671238163914445e-07
subj_078,100,ch14,0.5212594376582413,0.1992082343626286,0.1202157272094641,0.1107784431137724,0.9874411302982732,0.0009384241322345
subj_079,10,ch14,0.5186017134882843,0.1998786775856839,0.1110362257792754,0.1110362257792754,1.0,0.000764845752361
subj_079,20,ch14,0.4969665367035541,0.1998783084879829,0.113732097725358,0.1110735418427726,0.9969650986342944,1.8277167878882773e-05
subj_079,40,ch14,0.4843368372370202,0.1985419574996122,0.1294018534119629,0.110573600552868,0.9711684370257968,0.0009529019710666
subj_079,60,ch14,0.4938265124749632,0.1998786775856839,0.1110362257792754,0.1110362257792754,1.0,3.7280052111775285e-05
subj_079,100,ch14,0.5068918031202652,0.1997264021887825,0.1128896377422072,0.1109797297297297,0.9969650986342944,0.0006223918719762
subj_080,10,ch14,0.666559634313918,0.2377531025473546,0.3861125723303524,0.1378787878787878,0.8625592417061612,0.1657514247336814
subj_080,20,ch14,0.6856333604419642,0.2701962574167047,0.579431877958969,0.1673261729790842,0.7014218009478673,0.2171761672992563
subj_080,40,ch14,0.6998878263551978,0.283371298405467,0.5862703840084166,0.1754089114495206,0.7369668246445498,0.2651837395603074
subj_080,60,ch14,0.70937701562018,0.2512266928361138,0.3979484481851657,0.1457305502846299,0.909952606635071,0.2509486480998204
subj_080,100,ch14,0.8385477719509802,0.3714439076757917,0.6920042083114151,0.2401110340041637,0.8199052132701422,0.9561076145092609
subj_081,10,ch14,0.4764163606788232,0.2002652519893899,0.1112748710390567,0.1112748710390567,1.0,0.007020152222314
subj_081,20,ch14,0.5778584999945088,0.1992687385740402,0.1392778187177597,0.1111394341065511,0.9624724061810156,0.0112980160336168
subj_081,40,ch14,0.5733107823648498,0.2005886348200135,0.1326455416359616,0.1117558022199798,0.977924944812362,0.0101428011952378
subj_081,60,ch14,0.6046008612810365,0.2009377093101138,0.1208548268238762,0.1117734724292101,0.9933774834437086,0.0312022407770197
subj_081,100,ch14,0.6110031154016525,0.2083869307949575,0.2441660525669368,0.1179382644146767,0.8940397350993378,0.0574877257754011
subj_082,10,ch14,0.4824139106339101,0.2001775410563692,0.1112207151664611,0.1112207151664611,1.0,0.0046533445293713
subj_082,20,ch14,0.4818998845825407,0.2001775410563692,0.1112207151664611,0.1112207151664611,1.0,0.0017758178432375
subj_082,40,ch14,0.5711921466909149,0.2002219755826859,0.1114673242909987,0.111248149975333,1.0,0.010246243149858
subj_082,60,ch14,0.5976803305516659,0.2045019157088122,0.1807644882860666,0.1146308724832214,0.9467849223946784,0.0490659239822104
subj_082,100,ch14,0.6322040551149131,0.2488120950323974,0.5711467324290999,0.1545064377682403,0.6385809312638581,0.0985811627952922
subj_083,10,ch14,0.4858297714783106,0.1998066387367064,0.1109917651271034,0.1109917651271034,1.0,0.0038410412507735
subj_083,20,ch14,0.5058712145817365,0.2000352795907567,0.1881489437880415,0.1122994652406417,0.914516129032258,5.27585804042854e-05
subj_083,40,ch14,0.5020661465708756,0.1998066387367064,0.1109917651271034,0.1109917651271034,1.0,0.0004234509381383
subj_083,60,ch14,0.5139071492601301,0.1996370235934664,0.131578947368421,0.1111927954420143,0.9758064516129032,1.683474147484232e-05
subj_083,100,ch14,0.5130130045600405,0.1993182924849862,0.1168993913354815,0.1108103230463815,0.9903225806451612,2.306742483910156e-05
subj_084,10,ch14,0.4781551490933173,0.1986894948213908,0.1103027458343112,0.1103027458343112,1.0,0.0026280503534772
subj_084,20,ch14,0.5617430981552052,0.2026188835286009,0.1854024876789486,0.1135719804275045,0.9382978723404256,0.0231151365269555
subj_084,40,ch14,0.56506844317729,0.2043386983904828,0.1994836892748181,0.1147498035106104,0.9319148936170212,0.0225426947721266
subj_084,60,ch14,0.5659540793705136,0.2003895260766068,0.1328326683877024,0.1115393880992531,0.9851063829787234,0.0285808205057182
subj_084,100,ch14,0.5997777490921948,0.2153005464480874,0.3259798169443793,0.1235109717868338,0.8382978723404255,0.0695298294839821
subj_085,10,ch14,0.4975605020304103,0.2000781555295037,0.1111593573599652,0.1111593573599652,1.0,0.0088355491763022
subj_085,20,ch14,0.4750034349047387,0.2000781555295037,0.1111593573599652,0.1111593573599652,1.0,0.0091679556595931
subj_085,40,ch14,0.5210354520334636,0.1973769081917867,0.1895353886235345,0.1108963517757912,0.896484375,0.0014823264462127
subj_085,60,ch14,0.5496095658280411,0.2065028543062795,0.3059053408597481,0.1182826272391242,0.8125,0.0093445495549126
subj_085,100,ch14,0.5773993763739619,0.211358024691358,0.3065566652192792,0.1209723007348784,0.8359375,0.0200114050054559
subj_086,10,ch14,0.55826817322564,0.1606805293005671,0.5978260869565217,0.097254004576659,0.4619565217391304,0.018549819261408
subj_086,20,ch14,0.5599222374978519,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.0011435511824145
subj_086,40,ch14,0.6161550524145043,0.1618625277161862,0.3152173913043478,0.0901234567901234,0.7934782608695652,0.0642633985995568
subj_086,60,ch14,0.5806571146245059,0.1547826086956521,0.1195652173913043,0.0841209829867674,0.967391304347826,0.0164505960360112
subj_086,100,ch14,0.6200539181990032,0.1539122957867583,0.108695652173913,0.0835667600373482,0.9728260869565216,0.0688721189815022
subj_087,10,ch14,0.5004847203383069,0.1539245667686034,0.0833793484262838,0.0833793484262838,1.0,0.0017110820033273
subj_087,20,ch14,0.5206056012127981,0.1502890173410404,0.3506350082827167,0.0843471208434712,0.6887417218543046,0.0006846588467098
subj_087,40,ch14,0.5286324104364477,0.1555899021123132,0.0949751518498067,0.0843575418994413,1.0,0.001679676639537
subj_087,60,ch14,0.5284748264581505,0.1539245667686034,0.0833793484262838,0.0833793484262838,1.0,8.554339807092554e-05
subj_087,100,ch14,0.5513364717146733,0.1578389830508474,0.1220320265046935,0.0857800805987334,0.9867549668874172,0.000375791001039
subj_088,10,ch14,0.5286502240747124,0.153360396932792,0.08304836345872,0.08304836345872,1.0,0.0002208479223019
subj_088,20,ch14,0.5006628224012034,0.153360396932792,0.08304836345872,0.08304836345872,1.0,0.0002473686254144
subj_088,40,ch14,0.5280359773104767,0.153360396932792,0.08304836345872,0.08304836345872,1.0,0.0053663764139695
subj_088,60,ch14,0.5767056316399761,0.1534246575342465,0.0942843185148998,0.0831683168316831,0.9882352941176472,0.0409541287807188
subj_088,100,ch14,0.6194365226111755,0.1604997597308986,0.1465559355153883,0.0873888016745159,0.9823529411764704,0.0816225860084326
subj_089,10,ch14,0.4819218175077188,0.1541234790446146,0.08349609375,0.08349609375,1.0,0.0003719331277346
subj_089,20,ch14,0.4886468079272947,0.1541234790446146,0.08349609375,0.08349609375,1.0,0.0014644849042398
subj_089,40,ch14,0.5361298825112861,0.1621621621621621,0.34912109375,0.0908450704225352,0.7543859649122807,0.0030053861224083
subj_089,60,ch14,0.5468038770340876,0.1591836734693877,0.1953125,0.087199552822806,0.912280701754386,0.0053973953670161
subj_089,100,ch14,0.5230413095427255,0.1563218390804597,0.10400390625,0.0848303393213572,0.9941520467836256,0.0015932674218303
subj_091,10,ch14,0.4893181591294799,0.153933865450399,0.0833848054354539,0.0833848054354539,1.0,0.0011094377923592
subj_091,20,ch14,0.5039046121593291,0.153933865450399,0.0833848054354539,0.0833848054354539,1.0,0.0002945175408762
subj_091,40,ch14,0.5084986772486773,0.1538018433179723,0.0926497838171711,0.0833853841349156,0.9888888888888888,0.0003922598187139
subj_091,60,ch14,0.4983677747828691,0.1537137940923429,0.0886349598517603,0.0833074292819397,0.9925925925925926,1.2603232914629996e-05
subj_091,100,ch14,0.5205906209443946,0.153933865450399,0.0833848054354539,0.0833848054354539,1.0,0.0004996937294348
subj_092,10,ch14,0.4899601209675969,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.005519001975801
subj_092,20,ch14,0.4719246577559144,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,6.708505157176388e-05
subj_092,40,ch14,0.5049426266941397,0.152120916626036,0.0885744234800838,0.0824524312896406,0.981132075471698,0.0024322290510127
subj_092,60,ch14,0.5343790342010349,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.0020946879501865
subj_092,100,ch14,0.5358317960667551,0.1541463414634146,0.0911949685534591,0.0835536753040719,0.9937106918238994,0.0167004918182191
subj_093,10,ch14,0.5283017258439848,0.1534839924670433,0.0831208567057623,0.0831208567057623,1.0,0.0007205135597159
subj_093,20,ch14,0.5209588704559258,0.1534839924670433,0.0831208567057623,0.0831208567057623,1.0,0.0007150981883746
subj_093,40,ch14,0.5459849730784716,0.158273381294964,0.1647118816930137,0.0863712843522153,0.9447852760736196,0.0025273807824315
subj_093,60,ch14,0.5817165630523349,0.1664684898929845,0.2850586435492095,0.0921658986175115,0.8588957055214724,0.0247282591061563
subj_093,100,ch14,0.5634959088830807,0.1520581113801452,0.1070882202957674,0.0825446898002103,0.9631901840490796,0.0085064940929948
subj_095,10,ch14,0.4865165804685123,0.1525096525096525,0.1529184756391703,0.0832016850974197,0.9132947976878611,8.850632627656273e-05
subj_095,20,ch14,0.5064420444174019,0.1540516473731077,0.0834539315002411,0.0834539315002411,1.0,0.0001735787442581
subj_095,40,ch14,0.5469577121995741,0.153427144802542,0.100337674867342,0.0832512315270936,0.976878612716763,0.0096174950558435
subj_095,60,ch14,0.5328110739275935,0.1521933751119069,0.0863482875060299,0.0824842309558466,0.9826589595375722,0.0015755793535413
subj_095,100,ch14,0.5476726498326742,0.1516587677725118,0.1365171249397009,0.0826019617965926,0.9248554913294798,0.0089297757201333
subj_096,10,ch14,0.5343510939207576,0.1535252398831873,0.0831450519656574,0.0831450519656574,1.0,0.0016830816081181
subj_096,20,ch14,0.5389086506524954,0.1535252398831873,0.0831450519656574,0.0831450519656574,1.0,5.074251131685758e-05
subj_096,40,ch14,0.5471572524481967,0.1581975071907957,0.2065070040668775,0.0867507886435331,0.8967391304347826,0.0053948449357025
subj_096,60,ch14,0.5249708037799731,0.1536523929471032,0.0890194306371441,0.0832575068243858,0.9945652173913044,0.0028966718961739
subj_096,100,ch14,0.5455005678530868,0.1533277169334456,0.0917306823316764,0.0831050228310502,0.9891304347826086,0.0168276895667416
subj_097,10,ch14,0.4413845707110986,0.1536874677668901,0.0832402234636871,0.0832402234636871,1.0,0.0001721658923703
subj_097,20,ch14,0.4704591651023071,0.1536874677668901,0.0832402234636871,0.0832402234636871,1.0,0.0131711740850226
subj_097,40,ch14,0.5930415649321702,0.1745350500715307,0.3553072625698324,0.0976781425140112,0.8187919463087249,0.0551126994066793
subj_097,60,ch14,0.5506382178161131,0.1618398637137989,0.4502793296089385,0.0926829268292682,0.6375838926174496,0.0172876325302841
subj_097,100,ch14,0.5955200013087453,0.171945701357466,0.2843575418994413,0.0951359084406294,0.8926174496644296,0.0704789740435285
subj_098,10,ch14,0.5054645615629261,0.1537870049980776,0.083298625572678,0.083298625572678,1.0,0.0136937749635125
subj_098,20,ch14,0.5194888686960473,0.1537870049980776,0.083298625572678,0.083298625572678,1.0,0.0112507126726297
subj_098,40,ch14,0.5344082235347569,0.1537870049980776,0.083298625572678,0.083298625572678,1.0,0.0095067948860599
subj_098,60,ch14,0.5111472058155384,0.1534901658310836,0.0857975843398583,0.0831592143752611,0.995,6.602878546613175e-05
subj_098,100,ch14,0.5638664243525671,0.1541517679777513,0.1132861307788421,0.0837289598618903,0.97,0.0230853421690889
subj_099,10,ch14,0.5414947699960895,0.1544364508393285,0.0836798336798336,0.0836798336798336,1.0,0.0006747453560895
subj_099,20,ch14,0.5300113090687457,0.1544364508393285,0.0836798336798336,0.0836798336798336,1.0,0.0026481119603941
subj_099,40,ch14,0.5346159672776852,0.1499726327312534,0.1928274428274428,0.0822328931572629,0.8509316770186336,0.0108908626104223
subj_099,60,ch14,0.5423544001437415,0.1540697674418604,0.0925155925155925,0.0835522858644245,0.9875776397515528,0.0081706780280265
subj_099,100,ch14,0.5786279739151574,0.1544364508393285,0.0836798336798336,0.0836798336798336,1.0,0.0333130480067963
subj_100,10,ch14,0.5069077610727346,0.153422772617819,0.0830849478390462,0.0830849478390462,1.0,0.0023607242255352
subj_100,20,ch14,0.491394908555529,0.153422772617819,0.0830849478390462,0.0830849478390462,1.0,0.0003939015070286
subj_100,40,ch14,0.5164585470560474,0.1513431706394249,0.1643070044709389,0.0826446280991735,0.8968609865470852,0.009894661071848
subj_100,60,ch14,0.5258243850707813,0.1544347826086956,0.0942622950819672,0.083710407239819,0.9955156950672646,0.0141346518266128
subj_100,100,ch14,0.548841751958353,0.153103448275862,0.0849478390461997,0.0829286514755323,0.9955156950672646,0.0088466798733577
subj_101,10,ch14,0.5143088861660541,0.153367068898404,0.083052276559865,0.083052276559865,1.0,0.0003864879663737
subj_101,20,ch14,0.5186661998949764,0.153367068898404,0.083052276559865,0.083052276559865,1.0,0.000697328197293
subj_101,40,ch14,0.5391539763113367,0.153367068898404,0.083052276559865,0.083052276559865,1.0,0.0061434801598511
subj_101,60,ch14,0.514195694031157,0.1549351160047188,0.0940134907251264,0.0839727195225916,1.0,0.0023767426372007
subj_101,100,ch14,0.5008553591224691,0.1542699724517906,0.0940134907251264,0.083617747440273,0.9949238578680204,0.0001515788712579
subj_102,10,ch14,0.4973125426651816,0.1540892927696562,0.0834760273972602,0.0834760273972602,1.0,0.0011244627189395
subj_102,20,ch14,0.4880034491431035,0.1540892927696562,0.0834760273972602,0.0834760273972602,1.0,0.0010837385474904
subj_102,40,ch14,0.5101869483466868,0.1509090909090909,0.2003424657534246,0.0827930174563591,0.8512820512820513,0.0008644381569412
subj_102,60,ch14,0.5242122660151619,0.1541517679777513,0.0886130136986301,0.0835486649440137,0.9948717948717948,0.0171314695172485
subj_102,100,ch14,0.5783662079785387,0.1603485838779956,0.1750856164383561,0.0876190476190476,0.9435897435897436,0.0344765279714355
subj_103,10,ch14,0.4825079654073737,0.1540238737004235,0.0834376303712974,0.0834376303712974,1.0,0.0003368704103369
subj_103,20,ch14,0.5152492034592626,0.1540238737004235,0.0834376303712974,0.0834376303712974,1.0,0.0080401671720878
subj_103,40,ch14,0.4894082840236686,0.1508828250401284,0.3379224030037547,0.0844817255841821,0.705,0.0009168120192411
subj_103,60,ch14,0.5237983614019117,0.1531571876399462,0.2110972048393825,0.0841121495327102,0.855,0.0049589731795269
subj_103,100,ch14,0.527223486572599,0.1549520766773162,0.1172298706716729,0.0842013888888889,0.97,0.0113272368036345
subj_104,10,ch14,0.4715430201931519,0.1534296028880866,0.0830889540566959,0.0830889540566959,1.0,0.0010885308777474
subj_104,20,ch14,0.5092907312178603,0.1534296028880866,0.0830889540566959,0.0830889540566959,1.0,0.0001176048893358
subj_104,40,ch14,0.4964034867678415,0.1534296028880866,0.0830889540566959,0.0830889540566959,1.0,0.0017351634570483
subj_104,60,ch14,0.5328013294870186,0.1539245667686034,0.1886608015640273,0.0842633928571428,0.888235294117647,0.0081411725863215
subj_104,100,ch14,0.561357080145491,0.1684698608964451,0.4740957966764418,0.0969750889679715,0.6411764705882353,0.0181565740264552
subj_105,10,ch14,0.5428014881370209,0.1543895055499495,0.0836522689994532,0.0836522689994532,1.0,0.012887745811202
subj_105,20,ch14,0.4944350850921116,0.1543895055499495,0.0836522689994532,0.0836522689994532,1.0,0.0005251532048994
subj_105,40,ch14,0.5455878453211038,0.1556629092860977,0.1399671951886276,0.0847953216374269,0.9477124183006536,0.0245813184396095
subj_105,60,ch14,0.5610112780195611,0.1673062164236377,0.4067796610169492,0.0947826086956521,0.7124183006535948,0.0213073990296969
subj_105,100,ch14,0.5275320947790413,0.148959474260679,0.1503553854565336,0.0812910938433951,0.8888888888888888,0.0041079019318456
subj_122,10,ch14,0.4916103550014276,0.3506435863293387,0.21259418729817,0.21259418729817,1.0,0.0007584226860749
subj_122,20,ch14,0.5334465334798446,0.3346801346801347,0.4682454251883746,0.2279816513761468,0.6291139240506329,0.003979272162424
subj_122,40,ch14,0.5388260640092752,0.3493852459016393,0.3164693218514531,0.2190109184328837,0.8632911392405064,0.0054949719616973
subj_122,60,ch14,0.5331584138712719,0.3488198757763975,0.2946716899892357,0.2170015455950541,0.8886075949367088,0.0046928994217174
subj_122,100,ch14,0.5167003383026034,0.3429430935071446,0.2946716899892357,0.2138168177555486,0.8658227848101265,0.0009622325980695
subj_123,10,ch14,0.4912852179589792,0.3500504880511612,0.3871786734370041,0.2333931777378815,0.6998654104979811,0.0001809661720975
subj_123,20,ch14,0.4867939640409044,0.3023150249659555,0.512218343383053,0.2280821917808219,0.4481830417227456,0.0005446261643045
subj_123,40,ch14,0.4850945480073152,0.3511964947758679,0.38908283084735,0.2342625899280575,0.7012113055181696,0.0007111066628858
subj_123,60,ch14,0.4948321655495589,0.3559597271841507,0.3706759758806728,0.2345890410958904,0.7375504710632571,0.0004427918257208
subj_123,100,ch14,0.4983768774341249,0.3817854386416259,0.2373849571564582,0.2360050890585242,0.9986541049798116,0.0005230342823106
subj_124,10,ch14,0.5072361922983742,0.3386155129274395,0.2038152610441767,0.2038152610441767,1.0,0.0017863441949851
subj_124,20,ch14,0.5121659890420489,0.3385514506366103,0.2045682730923694,0.2038200552902739,0.998768472906404,0.0013949683057783
subj_124,40,ch14,0.5220203411625118,0.3208933294152218,0.419929718875502,0.2107294480895407,0.6724137931034483,0.0030696466965938
subj_124,60,ch14,0.5400688909733568,0.3386155129274395,0.2038152610441767,0.2038152610441767,1.0,0.0085985980752705
subj_124,100,ch14,0.5329753803291113,0.3383189382768064,0.2115963855421686,0.2040660736975857,0.9889162561576356,0.0050010268015037
subj_125,10,ch14,0.4973084521976823,0.3960839160839161,0.2598560164552622,0.2482468443197756,0.979253112033195,1.3628268282848772e-05
subj_125,20,ch14,0.490372334456729,0.3972527472527472,0.2478573877271169,0.2478573877271169,1.0,0.0010260165814624
subj_125,40,ch14,0.5035908317793656,0.3898254954155575,0.2927665409667466,0.2479307750188111,0.9114799446749654,1.1957463425957164e-05
subj_125,60,ch14,0.5039709707475815,0.3926415636677206,0.2756256427836818,0.2478229317851959,0.9446749654218534,3.364979877672629e-06
subj_125,100,ch14,0.5045752214955663,0.3754634310751601,0.3647583133356188,0.2482174688057041,0.7704011065006916,9.565262188617243e-06
subj_126,10,ch14,0.5023339595963509,0.3426666666666667,0.2288842544316996,0.2083220751148338,0.9649561952440552,8.196656977260197e-06
subj_126,20,ch14,0.5019403988274773,0.3447680690399137,0.2082898852971845,0.2082898852971845,1.0,4.108084968671258e-05
subj_126,40,ch14,0.5103722837610234,0.3436426116838488,0.2531282586027111,0.2103196859226023,0.9386733416770964,0.0001685135987996
subj_126,60,ch14,0.5236999822382522,0.3458546343631918,0.2327945776850886,0.2102702702702702,0.9737171464330412,4.276781231756325e-05
subj_126,100,ch14,0.527151778049859,0.3468700919901279,0.2411366006256517,0.2113176599234554,0.967459324155194,0.0018948352272028
subj_127,10,ch14,0.5048960533374078,0.4,0.25,0.25,1.0,0.0010407559370785
subj_127,20,ch14,0.502550712351116,0.4,0.25,0.25,1.0,0.0014919530519285
subj_127,40,ch14,0.493865968075432,0.3702048417132216,0.336342229199372,0.24267578125,0.7802197802197802,0.0003944534863792
subj_127,60,ch14,0.49018940990235,0.3919232042370076,0.2790423861852433,0.2483221476510067,0.9293563579277864,1.1182501905581858e-05
subj_127,100,ch14,0.48250441343063,0.3998742533794404,0.2507849293563579,0.25,0.998430141287284,0.0002034144148732
subj_128,10,ch14,0.5182641739905762,0.3345123799898938,0.2190156157343348,0.201993490642799,0.9725759059745348,0.002090295116917
subj_128,20,ch14,0.5288248417700795,0.323196448390677,0.3973117216841273,0.208955223880597,0.713026444662096,0.0046802129229344
subj_128,40,ch14,0.5465116166254083,0.3403215957663342,0.359359557224748,0.2147995889003083,0.8188050930460333,0.0111480784818934
subj_128,60,ch14,0.5460825390911707,0.3282425347617962,0.4174738090531725,0.213903743315508,0.7051909892262488,0.012857535030292
subj_128,100,ch14,0.5589745119697836,0.3410158872230924,0.4178691440996244,0.2209976798143851,0.7463271302644466,0.0171218616025152
subj_129,10,ch14,0.5302792982428296,0.3688050314465408,0.2627093740816926,0.2282777950794145,0.9594240837696336,0.0062811404214242
subj_129,20,ch14,0.5397446478417772,0.3696036354455945,0.2662356744049368,0.2289646543634657,0.9581151832460733,0.0094178400258344
subj_129,40,ch14,0.545722489281796,0.3675440714803187,0.2303849544519541,0.2253479419603198,0.9960732984293194,0.0139610735627156
subj_129,60,ch14,0.5427155891589905,0.3673567645642754,0.227740229209521,0.2250737463126843,0.9986910994764396,0.0071047929981949
subj_129,100,ch14,0.5518654932357767,0.371565414671036,0.2674111078460182,0.2300967842647518,0.9646596858638744,0.0202978071514506
subj_130,10,ch14,0.4797736926115304,0.4,0.25,0.25,1.0,2.806294059908723e-05
subj_130,20,ch14,0.4941461732002273,0.4,0.25,0.25,1.0,6.492043457043992e-06
subj_130,40,ch14,0.4892745598451304,0.4,0.25,0.25,1.0,0.0001912544109817
subj_130,60,ch14,0.4927987296605916,0.3941010354565422,0.2751501501501501,0.24910749702499,0.9429429429429428,0.0004233928546653
subj_130,100,ch14,0.4914396378360342,0.4,0.2533783783783784,0.2502831257078142,0.9954954954954957,0.0013239725642995
subj_131,10,ch14,0.4887675625318211,0.3504330446369087,0.2124394184168012,0.2124394184168012,1.0,0.0007576048325614
subj_131,20,ch14,0.5375420579983318,0.3518910030537937,0.2571351642434033,0.2159746251441753,0.9493029150823828,0.0074117559996233
subj_131,40,ch14,0.5402524021535429,0.3482953151827324,0.2845988152934841,0.2159367396593674,0.899873257287706,0.0084551449558597
subj_131,60,ch14,0.53892626173995,0.348314606741573,0.3441033925686591,0.2207527975584944,0.8250950570342205,0.0093528504174242
subj_131,100,ch14,0.5366825907510318,0.3502852890101712,0.2948303715670436,0.2177668106107341,0.8948035487959443,0.0002995169863526
subj_132,10,ch14,0.4973418786574982,0.3886682552290177,0.2412093328951692,0.2412093328951692,1.0,7.207386267443303e-05
subj_132,20,ch14,0.5052008902493855,0.388607931860527,0.2451528097272428,0.2414819715514389,0.994550408719346,0.0005123128346241
subj_132,40,ch14,0.5080431034584489,0.3881230116648992,0.2415379559645087,0.2409479921000658,0.997275204359673,0.0006126408268608
subj_132,60,ch14,0.5051820090323023,0.3886682552290177,0.2412093328951692,0.2412093328951692,1.0,0.0006891998556316
subj_132,100,ch14,0.5134457867154117,0.3886682552290177,0.2412093328951692,0.2412093328951692,1.0,0.0009464167683969
subj_133,10,ch14,0.5104667474176675,0.345595353339787,0.2923318503009683,0.2141571685662867,0.8947368421052632,0.0029837664496342
subj_133,20,ch14,0.5139181479998375,0.3469767441860465,0.2651138445433132,0.21302113078241,0.9348370927318296,0.0027191108714035
subj_133,40,ch14,0.4889497975836051,0.3455293353539727,0.2088458518712379,0.2088458518712379,1.0,0.0001540225014568
subj_133,60,ch14,0.4972582796720547,0.3452768729641693,0.2109395446218267,0.2088258471237194,0.9962406015037594,0.0001206656165856
subj_133,100,ch14,0.5063983146752093,0.3354446414998733,0.3135304894006804,0.2102254684026675,0.8295739348370927,0.0011068332260607
subj_134,10,ch14,0.4788853834810542,0.352729723657605,0.2141298417894162,0.2141298417894162,1.0,0.0018990993169532
subj_134,20,ch14,0.5149368694963931,0.3309265944645006,0.3933442444080742,0.2166207168176447,0.7006369426751592,0.0020117713764356
subj_134,40,ch14,0.5260153830167781,0.3386004514672686,0.3606110201854883,0.217470097861544,0.7643312101910829,0.003173683616355
subj_134,60,ch14,0.5195307715606532,0.3378573491192607,0.3745226404800872,0.2184466019417475,0.7452229299363057,0.0020599247017491
subj_134,100,ch14,0.524548270350219,0.3534545454545454,0.2725040916530278,0.2182634730538922,0.9286624203821656,0.0034526026014965
subj_155,10,ch14,0.6215524669274917,0.2921599285235648,0.3678436066227807,0.1766612641815235,0.8438709677419355,0.0468756653257154
subj_155,20,ch14,0.59751754479441,0.2851665468487898,0.4049471374426491,0.1751030017657445,0.7677419354838709,0.0314683708071792
subj_155,40,ch14,0.5970549102589474,0.2762387826765509,0.2599241970875723,0.1627212135141346,0.9135483870967742,0.032944271161874
subj_155,60,ch14,0.6207578133325214,0.2965372995584476,0.3961699581089168,0.1808390022675736,0.8232258064516129,0.0461948871002021
subj_155,100,ch14,0.6297160864071609,0.271433653504091,0.1829243965689208,0.1574169589436765,0.984516129032258,0.0446026660291512
subj_156,10,ch14,0.5368433511434894,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.0077655061606353
subj_156,20,ch14,0.5097682103208727,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,3.719829544655702e-05
subj_156,40,ch14,0.5895443434236081,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.0210371260703969
subj_156,60,ch14,0.5565585174735987,0.1538461538461538,0.0833333333333333,0.0833333333333333,1.0,0.0179290734510863
subj_156,100,ch14,0.6112329587725485,0.1562902533276084,0.1559278350515464,0.0852459016393442,0.9381443298969072,0.0757580820602256
subj_157,10,ch14,0.6084636094679509,0.2347540983606557,0.1905950894714939,0.1341829085457271,0.93717277486911,0.0692894936200647
subj_157,20,ch14,0.6026237448870421,0.2346041055718475,0.2034956304619226,0.134412708110585,0.9214659685863874,0.0597615163297037
subj_157,40,ch14,0.4993355456696196,0.2205587488303702,0.1911499514495769,0.1264174072939013,0.8638743455497382,0.0311231274117039
subj_157,60,ch14,0.4906865888553838,0.2175210197992948,0.1996115966153419,0.1249415796853092,0.8397905759162304,0.0458092630504013
subj_157,100,ch14,0.5197814341229989,0.2228033472803347,0.1754751005687335,0.1272971761541909,0.8921465968586387,0.0546132717240435
subj_158,10,ch14,0.4928392434988179,0.2513368983957219,0.1437308868501529,0.1437308868501529,1.0,0.0001243328240165
subj_158,20,ch14,0.511466903073286,0.2180794934927893,0.5467889908256881,0.1449953227315248,0.4397163120567376,0.0002600847052266
